All,Alle
"%1 order(s) have been released from on hold status.","%1 ordre(r) er blevet frigivet fra pause-status."
"There are no printable documents related to selected orders.","Der er ingen dokumenter til udskrivning på de markerede ordre."
"The payment has been accepted.","Betaling er blevet accepteret."
"The payment has been denied.","Betalingen er blevet afvist."
"Transaction has been approved.","Transaktionen er blevet godkendt."
"Transaction has been voided/declined.","Transaktionen er blevet afvist."
"There is no update for the transaction.","Der er ingen opdatering for transaktionen."
"You assigned the order status.","Du tilføjede ordrestatus."
"Something went wrong while assigning the order status.","Noget gik galt under opdatering af orderstatus."
"Create New Order Status","Opret ny ordrestatus"
"We found another order status with the same order status code.","Vi har fundet en anden ordre den den samme ordrestatus."
"You saved the order status.","Du har gemt ordrestatussen."
"You have unassigned the order status.","Du har fjernet ordrestatussen."
"Something went wrong while unassigning the order.","Noget gik galt under opdatering af orderstatus."
"You released the order from holding status.","Du har frigivet ordre fra pause status."
"The order was not on hold.","Ordren var ikke pauset."
"Something went wrong while saving the gift message.","Noget gik galt, da gavebeskeden skulle gemmes."
"You saved the gift card message.","Du har gemt gavebeskeden."
"The payment has been voided.","Betalingen er afvist."
"Please correct the transaction ID and try again.","Angiv korrekt transaktions ID og prøv igen."
"Orders and Returns","Ordrer og returneringer"
"Shipping Address: ","Leveringsadresse: "
"Billing Address: ","Faktureringsadresse: "
"Validation is failed.","Valideringen er mislykkedes."
"Please enter the street.","Angiv gaden."
"Please enter the city.","Indtast byen."
"Please enter the phone number.","Angiv telefonnummeret."
"Please enter the zip/postal code.","Angiv postnummeret."
"Please enter the country.","Angiv land."
"Unknown Status","Ukendt status"
Backordered,"I restordre"
Partial,Delvis
Mixed,Blandet
"Canceled order online","Annullerede ordren online"
"Approved the payment online.","Godkendt til betaling online."
"Sold to:","Solgt til:"
"Total Shipping Charges","Samlede leveringsomkostninger"
"We don't recognize the draw line data. Please define the ""lines"" array.","Vi genkende ikke trækningslinj data. Definér venligst matrixen ""linjer""."
"Total (inc)","Total (inkl)"
"Credit Memo # ","Kreditnota # "
"Invoice # ","Faktura # "
"Packing Slip # ","Følgesedlen # "
"We can't save the address:\n%1","Vi kan ikke gemme adresse: \n%1"
"VAT Request Identifier","MOMS anmodning id"
"VAT Request Date","MOMS anmodningsdato"
"Pending Payment","Afventer betaling"
"On Hold",Ventende
Complete,Fuldført
"Suspected Fraud","Mistanke om svig"
"Email has not been sent","E-mail er ikke blevet sendt"
"Group was removed","Gruppen blev fjernet"
"No Payment Methods","Ingen betalingsmetoder"
"Move to Shopping Cart","Tilføj til indkøbskurv"
"Sorry, no quotes are available for this order.","Desværre, ingen produkter er tilgængelige for denne ordre."
"You don't need to select a shipping method.","Du behøver ikke at angive en leveringsmetode."
"Append Comments","Tilføj kommentarer"
"Grand Total Excl. Tax","Total ekskl. moms"
"Grand Total Incl. Tax","Total inkl. moms"
"Payment &amp; Shipping Method","Betaling &amp; leveringsmetode"
"The order was placed using %1.","Ordren blev afgivet ved hjælp af %1."
"Qty to Refund","Antal som refunderes"
"No Items","Ingen varer"
"Shipping &amp; Handling","Forsendelse &amp; håndtering"
"Create Shipment","Opret forsendelse"
"Qty to Invoice","Antal som faktureres"
"Invoice History",Fakturaoversigt
"Invoice Comments","Faktura kommentarer"
"Invoice Totals",Fakturatotaler
"Items Invoiced","Varer faktureret"
"Total Due","Skyldig i alt"
"Total Tax",Momstotal
"From Name","Fra Navn"
"To Name","Til Navn"
"Order Date",Ordredato
"Comment added","Kommentar tilføjet"
"Transaction Data",Transaktionsdata
"Parent Transaction ID","Overordnet transaktions-ID"
"Is Closed","Er lukket"
"Transaction Details",Transaktionsoplysninger
"Gift Message for this Order","Gave besked for denne ordre"
"Shipped By","Leveret af"
"Tracking Number",Trackingnummer
"ZIP Code",Postnummer
"Refund #","Refundering #"
"Print Order","Udskrive ordre"
"About Your Order","Om denne bestilling"
"Recent Orders","Bestilt for nyligt"
"Recently Ordered","Bestilt for nyligt"
"Credit memo for your %store_name order","Kreditnota til din %store_name bestilling"
"Thank you for your order from %store_name.","Tak for din ordre fra %store_name."
"You can check the status of your order by <a href=""%account_url"">logging into your account</a>.","Du kan se status for din ordre ved at <a href=""%account_url""> logge ind på din konto</a>."
"If you have questions about your order, you can email us at <a href=""mailto:%store_email"">%store_email</a>","Hvis du har spørgsmål til ordren, kan du kontakte os på <a href=""mailto:%store_email""> %store_email</a>"
"Your Credit Memo #%creditmemo_id for Order #%order_id","Din kredit Memo #%creditmemo_id for ordre #%order_id"
"Billing Info",Kundeinformation
"Update to your %store_name credit memo","Opdaterer til din %store_name kreditnota"
"Your order #%increment_id has been updated with a status of <strong>%order_status</strong>.","Din ordre #%increment_id er blevet opdateret med en status for <strong>%order_status</strong>."
"Invoice for your %store_name order","Fakturaen for din %store_name ordre"
"Your Invoice #%invoice_id for Order #%order_id","Din faktura #%invoice_id for ordre #%order_id"
"Update to your %store_name invoice","Opdatering til din %store_name faktura"
"Your %store_name order confirmation","Ordrebekræftelsen %store_name"
"Once your package ships we will send you a tracking number.","Når din pakke afsendes, vil vi sende dig et trackingnummer."
"Your Order <span class=""no-link"">#%increment_id</span>","Din ordre <span class=""no-link""> #%increment_id</span>"
"Placed on <span class=""no-link"">%created_at</span>","Placeret den <span class=""no-link"">%created_at</span>"
"Once your package ships we will send an email with a link to track your order.","Når din pakke afsendes, vil vi sende en e-mail med et link til at spore din ordre."
"Update to your %store_name order","Opdatering til din %store_name bestilling"
"Your %store_name order has shipped","Din %store_name bestilling er blevet afsendt"
"Your shipping confirmation is below. Thank you again for your business.","Din forsendelse bekræftelse er nedenfor. Endnu en gang tak for din ordre."
"Your Shipment #%shipment_id for Order #%order_id","Din forsendelse #%shipment_id for ordre #%order_id"
"Update to your %store_name shipment","Opdatering til din %store_name forsendelse"
"Gift Options for ","Gave muligheder for "
"You have item changes","Du har vare ændringer"
Operations,Operationer
"Send Order Email","Send bestilling E-mail"
"Accept or Deny Payment","Accepter eller afvis betalingen"
"Send Sales Emails","Send salg E-mails"
"Sales Section","Salgs afdeling"
"Sales Emails Section","Salg Emails sektion"
"Hide Customer IP","Skjul kunde IP"
"Choose whether a customer IP is shown in orders, invoices, shipments, and credit memos.","Vælg om kunde IP er vist i ordrer, fakturaer, leverancer og kreditnotaer."
"Checkout Totals Sort Order","Checkout totaler sorteringsrækkefølge"
"Invoice and Packing Slip Design","Faktura og følgeseddel Design"
"Logo for PDF Print-outs (200x50)","Logo for PDF-Print-outs (200 x 50)"
"Logo for HTML Print View","Logo for HTML udskriftslayout"
"Include Tax to Amount","Inkluderer moms i beløb"
"Shipment Comments",Leveringskommentarer
"Orders and Returns Search Form","Ordrer og returneringer søgeformular"
"ZIP/Post Code",ZIP/Postnr
"Original Price","Oprindelig pris"
"Tax Percent",Momsprocent
"Shipping and Handling","Levering og håndtering"
"Move to Archive","Flyt til arkivet"
"Mass Add","Masse Tilføj"
"Coupon Qty","Kupon antal"
Labels,Etiketter
"New Cart Price Rule","Ny prisregel for Indkøbskurven"
"Can't acquire coupon.","Kan ikke hente rabatkoden."
"Shipping State/Province","Leverings stat/provins"
FOUND,FUNDET
"Your coupon was successfully removed.","Din kupon blev succesfuldt slettet."
"Your coupon was successfully applied.","Din rabatkupon er tilføjet."
"Uses per Coupon","Anvendelser pr. rabatkode"
"Not enough arguments","Ikke nok argumenter"
"Fatal Error","Fatal fejl"
"Use Deferred Stock Update","Bruge udskudt lageropdatering"
"On Error","Tænd Fejl"
Binary,Binære
"Last Run","Sidse kørsel"
"Search Term",Søgeord
"Save Search","Gem søgning"
"Delete Search","Slet søgning"
"New Search","Ny søgning"
"Search synonyms are not supported by the %1 search engine. Any synonyms you enter won't be used.","Søg blandt synonymer understøttes ikke af %1 -søgemaskine. Synonymer du indtaster vil ikke blive brugt."
"You deleted the search.","Du slettede søgningen."
"This search no longer exists.","Denne søgning eksisterer ikke længere."
"Edit Search","Rediger søgning"
"Please select searches.","Vælg søgninger."
"Search entire store here...",Søg...
"There are no search terms available.","Der er ingen søgtermer tilgængelig."
"Search Engine",Søgemaskine
"Suggested Terms","Foreslået termer"
Synonyms,Synonymer
"Account Activity",Kontoaktivitet
"By IP","Efter IP"
"By Email","Via E-mail"
"This computer is using IP address %1.","Denne computer har IP adresse %1."
"Some emails were not sent.","Nogle emails blev ikke afsendt."
"Welcome, %name","Velkommen, %name"
"Select Email Template","Vælg E-mail-skabelon"
"Store Id",Butiks-ID
Pricing,Priser
Store:,Butik:
Website:,Hjemmeside:
Assign,Tildel
products,produkter
of,af
included,inkluderet
Assigned,Tildelt
"New Shipment for Order #%1","Ny leverance for ordre #%1"
"Submit Shipment","Indsend leverance"
"The value that you entered is not valid.","Den værdi, du indtastede er ikke gyldig."
"Add Tracking Number","Tilføj trackingnummer"
"Send Tracking Information","Send trackingoplysninger"
"Are you sure you want to send a Shipment email to customer?","Er du sikker på du vil sende en leverance e-mail til kunden?"
"the shipment email was sent","Leveringsmail blev sendt"
"the shipment email is not sent","Leveringsmail er ikke sendt"
"Shipment #%1 | %3 (%2)","Levering #%1 | %3 (%2)"
"Create Shipping Label...","Opret en pakkelabel..."
"Delivered on:","Leveret på:"
"About Your Shipment","Om din forsendelse"
"Cannot add tracking number.","Kan ikke tilføje trackingnummer."
"You created the shipping label.","Du har oprettet en pakkelabel."
"An error occurred while creating shipping label.","Der opstod en fejl under oprettelse af pakkelabel."
"You sent the shipment.","Du sendte leverancen."
"Cannot send shipment information.","Kan ikke sende leveringsoplysninger."
"There are no shipping labels related to selected orders.","Der er ingen pakkelabel relateret til markerede ordrer."
"New Shipment","Ny leverance"
"The shipment has been created.","Forsendelsen er blevet oprettet."
"Cannot save shipment.","Kan ikke gemme leverancen."
"There are no shipping labels related to selected shipments.","Der er ingen pakkelabel relateret til udvalgte leverancer."
"The shipping module is not available.","Leverings-modulet er ikke tilgængeligt."
"This shipping method is not available. Please specify the zip code.","Denne leveringsmetode er ikke tilgængelig. Angiv venligst postnummer."
Development,Udvikling
"Signature Confirmation",Signaturbekræftelse
Contents,Indhold
Girth,Omkreds
"Shipping labels is not available.","Pakkelabels er ikke tilgængelige."
"Per Package","Per pakke"
"Tracking information is unavailable.","Trackingoplysninger er ikke tilgængelige."
"Items to Ship","Antal varer til levering"
"Qty to Ship","Antal til levering"
"Shipment Total","Levering i alt"
"Shipment Options",Leveringsmuligheder
"Email Copy of Shipment","E-mail kopi af leverance"
"Invalid value(s) for Qty to Ship","Ugyldig værdi for antal til levering"
"Add Selected Product(s) to Package","Tilføje valgte produkt(er) til pakke"
"Add Products to Package","Føj produkter til pakken"
in,i
"Delete Package","Slet pakke"
Explanation,Forklaring
"Shipping &amp; Handling Information","Levering &amp; håndtering af oplysninger"
"Track Order","Track ordre"
"Items Shipped","Antal varer sendt "
"Shipment History",Leveringshistorie
"Print All Shipments","Udskrive alle leveringer"
"Shipment #","Levering #"
"Print Shipment","Udskriv leverance"
"Tracking Number(s):","Tracking nummer/numre:"
"Order tracking",Ordretracking
"Tracking Number:",Trackingnummer:
Carrier:,Distributør:
"Tracking information is currently not available. Please ","Tracking oplysninger er i øjeblikket ikke tilgængelige. Vær så venlig "
"contact us","kontakt os"
" for more information or "," for mere information eller "
"email us at ","email os på "
Info:,Information:
Track:,Følg:
"There is no tracking available for this shipment.","Der er ingen trackingnummer for denne leverance."
"There is no tracking available.","Der findes ingen tracking."
"Local Time","Lokal tid"
"See our Shipping Policy","Se vores handelsbetingelser"
"Shipping Methods Section","Leveringsmetoder afsnit"
"Shipping Settings",Leveringsindstillinger
Origin,Oprindelse
"Track your order","Følg din ordre"
"Track All Shipments","Spor alle forsendelser"
"API Key",API-nøgle
"Save & Generate","Gem og generer"
"Edit Sitemap","Rediger Sitemap"
Sitemap,"Hjemmeside kort"
Filename,Filnavn
Yearly,Årligt
"We were unable to perform the search because of a search engine misconfiguration.","Vi kunne ikke udføre søgningen på grund af en search engine fejlkonfiguration."
Calendar,Kalender
Staging,Iscenesættelse
Includes,Inkluder
"Current store is not active.","Nuværende butik er ikke aktiv."
"Invalid store parameter.","Ugyldig butik parameter."
"Your Language:","Dit sprog:"
"Your Language","Dit sprog"
Language,Sprog
Windows,Vinduer
(now),(nu)
"Job Code",Jobkode
Count,Optælling
Id,"Jeg ville"
"URL key","URL nøgle"
Parent,Ovenstående
Method,Metode
"Error message!",Fejlmeddelelse!
"Show Log","Vis Log"
Collapse,"Fold sammen"
Expand,Udvid
"No data","Ingen data"
Modules,Moduler
Logs,Logfiler
Swatch,Farveprøve
"equal to","lig med"
more,mere
less,mindre
"Zip/Post Code",Postnummer
"Range To","Span til"
State,Stat
"Tax Rate",Momssats
"Subtotal (Excl.Tax)","Subtotal (ekskl. moms)"
"Subtotal (Incl.Tax)","Subtotal (inkl. moms)"
"Shipping & Handling (Excl.Tax)","Levering & håndtering (ekskl.moms)"
"Shipping & Handling (Incl.Tax)","Levering & håndtering (inkl. moms)"
"Grand Total (Excl.Tax)","Total (ekskl. moms)"
